0,2,1
0.05,2.1023647486012,1.0025432484009
0.1,2.2092400793785,1.0102401299697
0.15,2.3192478725741,1.0235282071541
0.2,2.4309064446519,1.0427505792284
0.25,2.542383219622,1.0682811950186
0.3,2.6514458882406,1.100504330951
0.35,2.7554523283321,1.1397878127047
0.4,2.851372397405,1.1864439889384
0.45,2.9358547651434,1.2406755297593
0.5,3.0053523646455,1.3025047961673
0.55,3.0563168172385,1.3716882142634
0.6,3.0854639036358,1.4476216069987
0.65,3.0900975763463,1.5292487488194
0.7,3.0684597711238,1.6149925004103
0.75,3.0200513662923,1.702733330344
0.8,2.945854098672,1.7898601269137
0.85,2.8483845058004,1.8734092306943
0.9,2.731536827891,1.9502884195929
0.95,2.600220571049,2.0175572207799
1,2.4598551012885,2.0727129767199
1.05,2.3158246072931,2.1139245657293
1.1,2.1730029117104,2.1401680795194
1.15,2.0354269274103,2.1512464928219
1.2,1.9061465852686,2.1477060140899
1.25,1.7872314266099,2.1306829970118
1.3,1.6798860860874,2.1017215569717
1.35,1.5846213590235,2.0625958429955
1.4,1.50143733419,2.0151587314734
1.45,1.4299906207852,1.9612264697375
1.5,1.3697321195412,1.9024997312788
1.55,1.3200120743245,1.8405163328512
1.6,1.2801550641962,1.7766287784303
1.65,1.2495101879981,1.7119997083422
1.7,1.2274822052647,1.6476092636216
1.75,1.2135488333718,1.5842696614842
1.8,1.2072684181858,1.5226435440926
1.85,1.2082811603061,1.4632637402872
1.9,1.2163061616657,1.4065529206214
1.95,1.2311358139059,1.3528422430984
2,1.2526284787063,1.3023885182664
2.05,1.2806999849264,1.2553897104044
2.1,1.3153141555691,1.2119987747884
2.15,1.3564723491105,1.1723359403864
2.2,1.4042018301929,1.1364996059678
2.25,1.4585426561461,1.1045760419204
2.3,1.5195326667355,1.0766480908202
2.35,1.587190089558,1.0528030432842
2.4,1.6614932234487,1.0331398344599
2.45,1.7423566447612,1.0177756600785
2.5,1.8296034121332,1.00685204576
2.55,1.9229328499515,1.0005403126773
2.6,2.0218837069602,0.99904625722385
2.65,2.1257928665302,1.002613689649
2.7,2.2337503965753,1.0115262425139
2.75,2.3445526504777,1.0261065507879
2.8,2.4566564493618,1.0467115141605
2.85,2.568139154566,1.073721888134
2.9,2.6766716769306,1.1075239574772
2.95,2.7795140274739,1.1484806283492
3,2.8735455057941,1.1968891330165
3.05,2.9553432850091,1.2529229982455
3.1,3.0213227452325,1.3165574381441
3.15,3.0679487550186,1.3874804030925
3.2,3.0920174493768,1.4649964993501
3.25,3.0909919467342,1.5479376806652
3.3,3.0633541272621,1.634601702925
3.35,3.0089129741774,1.7227440493763
3.4,2.9289969892736,1.8096474493906
3.45,2.8264643952278,1.8922817562353
3.5,2.7054966550434,1.9675455927271
3.55,2.5711937203077,2.032555267869
3.6,2.4290454580986,2.0849265574001
3.65,2.2843886164856,2.1229916075146
3.7,2.1419560359085,2.1459099992219
3.75,2.0055871595041,2.153662998838
3.8,1.8781159830115,2.1469498413173
3.85,1.7614078632894,2.1270231045301
3.9,1.6564936911312,2.0955032522527
3.95,1.5637487554096,2.054204132881
4,1.4830757209745,2.0049884143452
